-0.68737,2.6145,9.4738
0.20867,2.5612,8.7987
0.82329,1.558,10.021
0.56313,1.3448,9.7494
0.47766,2.7216,9.0319
-0.90038,1.9024,9.4232
-0.052092,1.1848,10.733
-0.83556,2.2118,9.7395
-1.2625,2.1015,9.5168
-0.51702,1.9217,9.8561
-0.55445,1.3849,9.8453
-0.16241,1.4613,10.199
0.42048,1.6074,9.1029
0.48379,0.78018,10.259
0.092957,1.0793,9.4898
0.96684,0.21076,11.496
0.32617,0.75518,10.43
1.6518,0.67884,10.196
1.2813,0.95651,10.274
1.2991,1.1532,9.3942
0.92957,1.4054,9.8284
0.58633,1.5219,9.8344
0.021256,1.8563,10.542
0.79455,2.3835,10.171
0.87777,3.2759,9.0675
-0.36584,2.6166,8.8369
0.32857,3.5154,8.8545
1.8681,4.9426,9.4549
-0.58214,3.5663,9.8917
0.80113,3.9458,8.5037
-1.5198,4.539,6.0985
0.33186,4.2425,7.4996
1.8027,4.091,8.1661
1.2477,3.6409,9.5723
-0.54966,3.597,9.6187
-1.1652,3.8308,9.0174
-2.0846,3.265,8.526
-0.74365,3.3153,8.5442
-2.2845,4.4926,8.4661
-2.3256,4.2181,9.0303
-1.7289,4.2878,8.7819
-2.1831,4.4733,7.901
-1.5151,4.8519,8.1214
-2.3353,4.8414,8.6149
-1.9102,5.3632,8.0333
-1.7133,4.8357,8.6435
-2.2028,4.6415,8.9059
-2.1781,4.7158,8.4854
-1.4128,4.8294,8.1485
-2.4688,4.4583,8.1682
-2.3292,4.5691,8.0077
-1.6749,3.6747,9.3888
-1.1391,3.6322,9.5233
-0.1657,3.6053,9.2163
-0.11586,3.6118,8.6519
0.42167,3.6436,8.4989
1.1822,4.1742,8.1245
1.0462,4.1075,8.8891
1.8229,3.4232,8.9717
1.7729,3.3035,9.4335
0.96684,2.4474,10.021
0.94364,2.3314,10.171
1.7249,2.4583,9.7615
2.9314,2.7451,9.3057
2.8736,2.2995,8.9985
2.9574,2.0778,9.9046
2.6908,3.5822,8.6673
2.0672,3.1219,9.0042
3.5844,4.6589,7.2391
3.9558,4.0579,7.3529
4.5398,3.3373,8.7819
4.5423,3.8554,8.5001
4.9125,3.907,8.7004
3.4508,3.3554,9.1202
2.7636,3.0025,9.3506
1.8847,3.1861,8.8403
1.587,3.7008,8.1609
3.389,4.8625,6.821
4.1317,5.0484,7.5937
3.5559,4.5438,7.2084
1.6095,3.0635,9.2084
0.89005,1.9132,9.5275
0.80338,1.9959,9.6989
1.9126,1.9009,7.8829
3.325,1.4937,8.1582
4.0031,0.34264,9.2978
4.0771,0.025148,9.5983
3.4719,0.60519,9.9134
1.688,-0.12948,10.771
3.2565,-0.000599,9.5938
3.3563,0.06257,9.9998
2.6517,0.055235,9.7129
2.326,-0.041613,9.0837
2.8881,0.22319,8.78
2.885,0.12559,9.375
3.4123,-0.012574,9.2969
2.974,-0.3112,9.6426
3.1828,0.16256,9.3036
3.7636,0.50565,9.0458
2.6595,0.25716,9.9119
2.5299,0.48215,8.8897
3.0069,0.74126,8.8697
2.8734,1.3735,9.522
3.5303,1.5604,9.0225
3.7975,1.7279,8.7724
2.0641,1.0159,10.004
2.6871,1.3334,9.7696
3.2767,1.3941,9.8137
3.1828,1.2828,9.6826
2.8845,1.4494,9.1762
3.466,1.5255,9.2931
2.6845,1.8268,9.3454
2.0281,1.7895,9.2831
2.7484,2.6098,8.9309
2.6434,2.6484,8.9405
2.8121,2.8089,9.3323
1.3247,2.883,9.1651
0.78497,1.9956,9.4108
-0.59471,1.6283,10.702
1.3587,1.9772,9.8646
2.6068,2.4067,8.7562
2.1846,3.2084,9.908
2.9062,3.8933,7.3292
3.8774,2.348,9.6247
2.0512,2.3512,9.1614
1.6315,3.1177,9.0723
0.8155,3.262,9.3382
-0.49981,2.7719,10.634
-0.66507,2.8351,9.4741
-0.91924,2.8577,10.53
-2.3298,1.7111,10.785
-2.868,2.3625,10.076
-3.2641,2.1868,8.7358
-1.5945,2.9587,9.2262
-2.2576,3.2505,8.7899
-3.2502,3.0152,9.3424
-2.6225,3.5518,9.5597
-2.9966,3.3232,9.6648
-2.1753,3.5114,8.736
-0.70309,3.3922,9.4702
-0.65653,3.4349,7.0204
-0.086221,3.6527,7.1991
0.11107,3.5389,7.4966
-0.036973,2.8902,8.3058
-0.14894,2.8806,8.4291
-0.008832,3.1798,10.142
-0.76281,2.6637,10.307
-1.3117,2.8929,9.6073
-0.61821,3.1857,9.219
-0.1699,3.0888,9.4225
2.3283,3.3848,9.4343
1.9111,2.8074,9.7847
2.3537,1.9454,9.3349
2.1232,1.569,9.4847
2.2985,1.0782,10.469
2.6875,1.8975,10.2
1.5892,1.781,10.091
1.0113,2.2359,8.7516
0.37886,2.4308,9.5476
-0.47062,2.5916,9.7266
-0.9357,2.2422,9.7587
0.25327,2.5782,8.1025
0.34159,1.2891,8.6954
0.54157,1.3198,8.6369
2.1868,2.2584,8.9514
2.5577,2.7179,10.586
2.3808,2.9704,10.035
2.1846,2.5989,9.6332
0.20178,2.2338,8.8872
0.73796,3.199,7.622
1.5445,2.3908,8.6966
3.3508,3.7826,9.9094
1.8362,3.0086,11.396
2.5781,1.3315,11.36
4.3314,1.4352,9.6295
4.2768,0.37228,8.6369
0.62001,1.3333,9.7648
2.422,2.3003,8.4791
3.7253,1.1888,9.8437
0.37257,2.4931,9.399
1.6053,3.0815,10.916
2.7017,3.1057,10.757
1.7609,2.7195,9.0126
2.076,3.0713,8.9797
2.1316,2.5311,9.6431
2.0406,2.6639,8.8729
1.8129,2.2456,9.2955
1.79,2.3277,10.162
1.4559,2.4883,10.976
1.2879,2.2826,10.764
1.7948,2.2534,10.011
1.6117,2.417,9.2585
1.8425,2.1013,9.2133
0.87762,2.0334,9.9462
-1.4695,1.3514,8.3618
-0.83092,1.7612,8.9053
-0.011077,1.431,9.2506
0.90517,0.90771,10.129
2.2711,2.1787,9.7899
3.0542,2.2504,8.8503
3.7602,2.5827,8.8779
4.8096,4.5954,9.8423
3.2587,3.7051,10.26
3.8948,4.7568,8.6581
4.0766,4.2947,8.2745
4.936,3.2758,7.0171
5.6255,2.9252,7.9027
3.6918,3.1861,7.2466
2.3146,2.4247,7.3556
2.3513,2.032,8.7304
5.3563,2.7912,8.5826
5.3366,1.9602,8.7023
10.17,4.3172,7.7521
8.2799,3.61,8.5697
2.9278,3.6008,8.8872
3.8307,4.1036,6.05
4.6842,1.3783,5.9823
5.3289,0.44817,5.184
4.9415,-1.4954,5.2364
5.477,-2.1402,9.4329
4.3616,-2.6529,9.8353
3.8564,-3.1177,10.677
1.3038,-2.501,9.9832
2.0404,-2.6061,9.666
0.52077,-3.9858,9.394
1.4408,-1.9627,8.1464
1.4325,-2.4377,9.4394
2.5419,-1.3852,8.0143
1.4557,-1.7267,9.7652
1.1647,-0.85532,10.213
1.5571,-0.45445,9.7977
1.6042,-0.43559,8.9217
-0.15133,-0.41658,9.2451
1.3102,0.4567,8.6749
5.437,-0.89858,8.8236
5.1509,-1.5851,10.31
4.3142,-1.5617,9.6973
4.7606,-1.1001,9.188
4.4884,-0.05284,8.2119
4.4805,0.79829,8.2788
3.228,1.0855,8.8339
2.6922,1.6554,8.9765
2.6474,2.2422,9.3864
2.4721,2.5173,8.8017
2.0105,2.6468,9.4678
1.5388,2.7311,8.555
0.71701,2.8387,8.82
-0.26435,3.668,9.2593
-0.20178,3.8699,9.5106
-0.3118,3.5993,9.9985
-0.077539,3.133,9.7304
0.28007,2.6667,9.5928
1.6931,2.8535,9.7058
2.2377,2.1705,9.6325
2.3781,2.6754,9.7784
1.9268,2.855,8.9339
2.4402,2.5161,8.9461
3.4183,2.3342,8.7676
3.7942,2.3717,8.8256
3.3443,2.4318,9.1773
3.1002,2.448,8.928
3.984,2.6666,8.38
3.4874,2.1087,9.2415
3.1813,2.2804,9.1048
2.2669,2.8565,9.5232
2.6547,3.6687,8.6456
2.1139,1.8611,9.6313
0.49697,1.928,11.248
-0.64366,1.0409,10.69
-1.6633,0.17214,10.687
-2.0943,0.78676,9.4145
0.18367,2.354,8.662
0.9351,3.7151,9.3365
3.0384,1.2857,9.2487
2.5995,0.25028,9.9217
-1.1553,1.8036,8.5516
-2.1347,3.8867,9.836
-5.8373,4.7531,11.39
-5.6695,4.9539,11.113
-5.8522,3.2518,10.017
-4.0786,1.3563,8.2848
-5.1815,0.50535,8.358
-3.9679,-0.44532,10.514
-3.1472,0.4549,9.3228
-3.2744,0.54936,10.026
-3.4119,0.4546,9.3963
-2.4784,1.0252,9.6263
-3.3063,1.1638,9.6816
-2.3413,1.5556,9.547
-1.9816,1.9442,8.5278
-1.6916,1.9364,9.2794
-0.68827,1.8394,10.049
-1.134,1.9588,9.281
-1.131,2.166,9.3323
-0.25327,2.7014,8.4118
-0.046853,2.9358,7.9085
-0.006886,2.4818,8.3953
1.1884,3.2084,8.8773
0.97133,3.6093,9.4557
2.3131,3.1653,9.6331
2.821,2.6444,10.153
1.7835,1.6487,10
1.7825,1.3011,9.6705
3.9087,0.96654,8.8584
3.9274,0.33785,8.9014
2.4962,0.27752,10.219
2.88,0.7715,9.9923
1.3105,2.022,9.0723
1.8476,1.71,9.4352
2.4459,1.0562,9.867
2.5523,0.7691,10.234
2.6667,1.4625,9.3844
2.2964,1.2352,9.4237
2.0359,1.2676,10.408
2.6324,1.0626,9.2132
1.637,1.7241,9.2735
2.7853,0.66791,9.404
3.6033,1.6451,9.5844
3.0548,1.3099,9.7145
2.674,0.69845,9.6688
2.6341,1.3571,9.1235
1.2539,1.2116,9.3984
